14.1295,120.9332,Cavite
14.3656,121.387,Laguna
14.4084,121.4052,Laguna
14.527,121.4373,Laguna
13.7142,121.0645,Batangas
14.6187,121.1405,Rizal
14.6296,121.1202,Rizal
13.8937,122.454,Quezon
14.3656,121.6596,Quezon
13.6214,122.5185,Quezon
13.0965,121.3455,Oriental Mindoro
14.2898,122.6917,Camarines Norte
7.0965,121.9032,Zamboanga Peninsula
17.1677,121.8972,Isabela
16.4792,121.0457,Nueva Vizcaya
16.9919,121.1694,Ifugao
16.6486,121.0932,Ifugao
17.5031,121.2347,Kalinga
17.0469,120.9358,Mountain Province
14.2201,121.7464,Quezon
14.8436,121.9694,Quezon
14.4321,121.214,Rizal
12.6714,121.3914,Oriental Mindoro
13.5283,121.8681,Marinduque
14.2757,122.6781,Camarines Norte
14.2894,122.6692,Camarines Norte
14.284,122.7127,Camarines Norte
14.2991,122.7001,Camarines Norte
13.514,123.3809,Camarines Sur
13.4721,123.5262,Camarines Sur
13.8785,123.671,Camarines Sur
13.776,123.5175,Camarines Sur
13.7299,123.5921,Camarines Sur
13.7112,123.6531,Camarines Sur
13.6892,123.8126,Camarines Sur
13.771,123.7502,Camarines Sur
13.7101,123.7428,Camarines Sur
13.5405,123.578,Camarines Sur
13.9229,123.3342,Camarines Sur
13.8322,124.3986,Catanduanes
12.1546,123.9052,Masbate
12.8693,124.131,Sorsogon
12.8809,124.06,Sorsogon
12.8737,124.0076,Sorsogon
12.8751,124.0476,Sorsogon
12.857,123.9581,Sorsogon
12.8443,123.9441,Sorsogon
12.7813,123.9179,Sorsogon
12.6,124.0757,Sorsogon
12.9903,123.8887,Sorsogon
10.9603,122.6707,Iloilo
10.7087,123.0696,Negros Occidental
10.7383,123.1829,Negros Occidental
9.8439,124.4318,Bohol
9.8089,124.4541,Bohol
12.4487,124.616,Northern Samar
11.5855,125.3918,Eastern Samar
8.041,124.8219,Bukidnon
7.8175,126.1113,Davao de Oro
7.8175,126.1113,Davao de Oro
7.4009,126.0264,Davao de Oro
7.4178,126.0526,Davao de Oro
7.3773,126.0266,Davao de Oro
7.4149,125.9845,Davao de Oro
7.4117,126.112,Davao de Oro
7.3866,126.1134,Davao de Oro
7.3678,126.1487,Davao de Oro
7.5088,125.9207,Davao de Oro
7.4858,125.9097,Davao de Oro
7.5429,126.074,Davao de Oro
6.1068,124.4669,Sarangani
20.4336,121.9598,Batanes
18.128,121.579,Cagayan
7.7026,126.2305,Davao Oriental
7.6844,126.1114,Davao de Oro
7.9783,125.8528,Davao de Oro
7.8899,125.7733,Davao de Oro
7.9668,125.7551,Davao de Oro
7.909,125.795,Davao de Oro
7.8966,125.9003,Davao de Oro
7.8805,125.7036,Davao de Oro
7.8516,125.759,Davao de Oro
7.7509,125.8158,Davao de Oro
7.294,126.1039,Davao de Oro
7.3594,126.1518,Davao de Oro
7.3182,126.0779,Davao de Oro
7.3411,126.2278,Davao de Oro
7.8232,126.1769,Davao de Oro
7.8232,126.1769,Davao de Oro
7.8232,126.1769,Davao de Oro
7.824,126.034,Davao de Oro
7.824,126.034,Davao de Oro
7.8889,126.0797,Davao de Oro
7.7592,126.0093,Davao de Oro
7.7331,125.9659,Davao de Oro
7.7547,125.9505,Davao de Oro
7.7547,125.9505,Davao de Oro
7.7276,125.992,Davao de Oro
7.3306,126.5158,Davao Oriental
7.4256,126.491,Davao Oriental
7.4022,126.5511,Davao Oriental
6.5478,125.3874,Davao del Sur
16.3782,121.1145,Nueva Vizcaya
16.525,121.028,Nueva Vizcaya
16.3793,120.9772,Nueva Vizcaya
14.4774,121.19,Rizal
16.224,120.4506,La Union
14.8753,120.1848,Zambales
14.3178,121.0249,Cavite
14.3156,121.0144,Cavite
14.3275,121.0272,Cavite
14.6332,121.1383,Rizal
14.6296,121.1202,Rizal
14.5861,121.1822,Rizal
12.6672,123.9858,Sorsogon
11.8567,122.0464,Aklan
